codigo_med,nombre_med,formaf,tipomed
3747,GENTAMICINA (COMO SULFATO) 80 mg/mL 2 mL INYECTABLE,INYECTABLE,M
17771,VALPROATO SODICO 250 mg/5 mL 120 mL JARABE,JARABE,M
10302,APOSITO TRANSPARENTE ADHESIVO 6 cm X 7 cm   UNIDAD,UNIDAD,I
12520,TIRA REACTIVA PARA GLUCOSA EN SANGRE  1 DET UNIDAD,UNIDAD,I
30923,HEMOGRAMA AUTOMATIZADO DIFERENCIAL 3 ESTIRPES  1 DET KIT,KIT,I
2361,CLOZAPINA 100 mg  TABLETA,TABLETA,M
25446,JERINGA DE METAL CARPULE   UNIDAD,UNIDAD,I
24072,"AGUJA DENTAL TIPO CARPULE DESCARTABLE Nº 27 G X 1 5/8""   UNIDAD",UNIDAD,I
10248,ALGODON HIDROFILO  50 g UNIDAD,UNIDAD,I
33194,MANTA TERMICA PEDIATRICA 91 cm X 1.52 m   UNIDAD,UNIDAD,I
12228,SUTURA NAILON AZUL MONOFILAMENTO 4/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm   UNIDAD,UNIDAD,I
29966,MANDIL DESCARTABLE TALLA M   UNIDAD,UNIDAD,I
15288,BRAZALETE DE IDENTIFICACION PARA NIÑA (ROSADO)   UNIDAD,UNIDAD,I
27276,ANTIGENO BRUCELLAS ABORTUS PARA PRUEBA EN PLACA X 5 mL  40 DET UNIDAD,UNIDAD,I
19879,SOLUCION PARA DIALISIS PERITONEAL 1.5 % 2 L SOLUCION,SOLUCION,M
2922,SIMETICONA 80 mg/mL 15 mL SUSPENSION,SUSPENSION,M
4922,MUPIROCINA (COMO SAL CALCICA) 2 g/100 g (2 %) 15 g CREMA,CREMA,M
16599,HOJA DE BISTURI DESCARTABLE Nº 15   UNIDAD,UNIDAD,I
53371,VACUNA CONTRA LA INFLUENZA TETRAVALENTE ANTIGENO TIPO A (H1N1 + H3N2) + ANTIGENO TIPO B (CEPAS MICHIGAN + PHUKET) 60 µg/0.5 mL 10 DOSIS INYECTABLE,INYECTABLE,M
2826,DICLOXACILINA (COMO SAL SODICA) 250 mg/5 mL 120 mL SUSPENSION,SUSPENSION,M
4458,LINEZOLID 600 mg  TABLETA,TABLETA,M
26631,LENTES PROTECTORES DE POLICARBONATO   UNIDAD,UNIDAD,I
29357,CEPILLO DENTAL ANATOMICO PEDRIATICO   UNIDAD,UNIDAD,I
12703,TUBO OROFARINGEO (TUBO DE MAYO) N° 4   UNIDAD,UNIDAD,I
4696,METFORMINA CLORHIDRATO 850 mg  TABLETA,TABLETA,M
393,ALPRAZOLAM 500 µg (0.5 mg)  TABLETA,TABLETA,M
2884,DIMENHIDRINATO 50 mg 5 mL INYECTABLE,INYECTABLE,M
43571,TUBO DE ENSAYO DE VIDRIO BOROSILICATO 13 mm X 100 mm   UNIDAD,UNIDAD,I
4469,LITIO CARBONATO 300 mg  TABLETA,TABLETA,M
8054,PRESERVATIVOS SIN NONOXINOL   UNIDAD,UNIDAD,I
5589,PREDNISONA 5 mg  TABLETA,TABLETA,M
4586,MEBENDAZOL 500 mg  TABLETA,TABLETA,M
3182,ERITROMICINA 250 mg/5 mL 60 mL SUSPENSION,SUSPENSION,M
16571,GUANTE QUIRURGICO ESTERIL DESCARTABLE Nº 7 1/2   PAR,PAR,I
26404,"PELICULA RADIOGRAFICA SENSIBLE AL VERDE 14"" X 14"" X 100   UNIDAD",UNIDAD,I
36213,ACIDO ACETICO 5% 250 mL SOLUCION,SOLUCION,I
44390,RESPIRADOR NASAL TIPO N-95   UNIDAD,UNIDAD,I
1636,CEFALEXINA 500 mg  TABLETA,TABLETA,M
17734,"VACUNA DPT, HIB Y VHB (PENTAVALENTE)  1 DOSIS INYECTABLE",INYECTABLE,M
2004,CLONAZEPAM 2 mg  TABLETA,TABLETA,M
16570,GUANTE QUIRURGICO ESTERIL DESCARTABLE Nº 7   PAR,PAR,I
10249,ALGODON HIDROFILO  500 g UNIDAD,UNIDAD,I
16597,HOJA DE BISTURI DESCARTABLE Nº 11   UNIDAD,UNIDAD,I
31907,MASCARA DE OXIGENO DESCARTABLE CON RESERVORIO PARA ADULTO   UNIDAD,UNIDAD,I
1711,CEFUROXIMA (COMO AXETIL) 500 mg  TABLETA,TABLETA,M
24337,CREATININA CINETICA AUTOMATIZADA  1 DET KIT,KIT,I
41694,"LANCETA DESCARTABLE RETRACTIL 23 G GRADUABLE X 1.3 mm, 1.8 mm , 2.3 mm   UNIDAD",UNIDAD,I
30498,GEL ANTIBACTERIAL PARA MANOS  1 L UNIDAD,UNIDAD,I
25510,PLACA DE RECONSTRUCCION ANGULADA DERECHA 24 AGUJEROS X 3.2 mm   UNIDAD,UNIDAD,I
6385,VACUNA CONTRA LA HEPATITIS A 720 UI/0.5 mL 1 DOSIS INYECTABLE,INYECTABLE,M
38284,GASA ESTERIL 10 x 10 cm x 16 PLIEGUES x 5 UNI   UNIDAD,UNIDAD,I
3713,FUROSEMIDA 40 mg  TABLETA,TABLETA,M
16656,"JERINGA DESCARTABLE 1 mL CON AGUJA 25 G X 5/8""   UNIDAD",UNIDAD,I
47270,PAPEL TOALLA DOBLE HOJA BLANCO  200 HOJAS UNIDAD,UNIDAD,I
5601,PRIMAQUINA FOSFATO 7.5 mg  TABLETA,TABLETA,M
5634,PROPRANOLOL CLORHIDRATO 40 mg  TABLETA,TABLETA,M
32905,ACIDO SULFOSALICILICO 3% 500 mL UNIDAD,UNIDAD,I
31180,EQUIPO CPAP DESCARTABLE Nº 3.5   UNIDAD,UNIDAD,I
28300,PAPEL ARTICULAR 1 ARCADA X 6   UNIDAD,UNIDAD,I
21358,FRASCO DE PLASTICO ESTERIL PARA UROCULTIVO X 100 mL   UNIDAD,UNIDAD,I
10440,CAPSULA DE GELATINA DURA PARA PRODUCTOS FARMACEUTICOS Nº 4   UNIDAD,UNIDAD,I
40177,MASCARA LARINGEA DESCARTABLE CON ACCESO GASTRICO + INTUBACION N° 1   UNIDAD,UNIDAD,I
20479,FLUOR GEL ACIDULADO 1.23 % 200 mL UNIDAD,UNIDAD,I
4338,LATANOPROST (SOLUCION OFTALMICA) 50 ug/mL (0.005 %) 2.5 mL SOLUCION,SOLUCION,M
3223,ESPIRONOLACTONA 100 mg  TABLETA,TABLETA,M
26030,PROBETA DE VIDRIO CLASE A GRADUADA 1 L 				   UNIDAD,UNIDAD,I
39073,TUBO DE ENSAYO DE VIDRIO BOROSILICATO 12 mm x 75 mm   UNIDAD,UNIDAD,I
22233,ZINC SULFATO 20 mg de Zn  TABLETA,TABLETA,M
53451,ETAMBUTOL CLORHIDRATO 100 mg  TABLETA,TABLETA,M
49647,ALCOHOL ISOPROPILICO (ISOPROPANOL) P.A.  250 mL UNIDAD,UNIDAD,I
33891,MICROCUBETA DESCARTABLE PARA HEMOGLOBINOMETRO HEMOCUE HB 201   UNIDAD,UNIDAD,I
31976,ALUMINIO HIDROXIDO + MAGNESIO HIDROXIDO 400 + 400 mg/5 mL 120 mL SUSPENSION,SUSPENSION,M
31606,"GEL PARA EXAMEN DE ULTRASONIDO ECOGRAFIA  3,785 L SOLUCION",SOLUCION,I
24179,PRUEBA RAPIDA PARA DETECTAR SANGRE OCULTA EN HECES  1 DET UNIDAD,UNIDAD,I
25201,LINEA DE INFUSION CON CASETERA Y BURETA PARA BOMBA DE INFUSION X 150 mL   UNIDAD,UNIDAD,I
16460,FRESA DE DIAMANTE DE ALTA VELOCIDAD TRONCO CONICA PEQUEÑA   UNIDAD,UNIDAD,I
26034,SUSTANCIA PARA SISTEMA EMBOLIZANTE X 6 mL   UNIDAD,UNIDAD,I
1837,CIPROFLOXACINO (COMO LACTATO) 200 mg 100 mL INYECTABLE,INYECTABLE,M
19719,"CATETER ENDOVENOSO PERIFERICO Nº 24 G X 3/4"" CON DISPOSITIVO DE BIOSEGURIDAD   UNIDAD",UNIDAD,I
24756,BARRA DE FIJACION ESTERNAL 15 in   UNIDAD,UNIDAD,I
30125,VALVULA CARDIACA AORTICA BIOLOGICA Nº 25   UNIDAD,UNIDAD,I
19491,MANDILON DESCARTABLE TALLA L   UNIDAD,UNIDAD,I
17083,SONDA VESICAL TIPO NELATON N° 14   UNIDAD,UNIDAD,I
52225,TRIGLICERIDOS COLORIMETRICA X DETERMINACION   UNIDAD,UNIDAD,I
26626,ESCOBILLA DE NAILON PARA LAVAR TUBOS DE 12 mm X 75 mm   UNIDAD,UNIDAD,I
35046,DILUYENTE PARA VACUNA CONTRA SARAMPION Y RUBEOLA (SR)  1 DOSIS INYECTABLE,INYECTABLE,M
53037,GAS HERAFLUORURO DE AZUFRE (SF6)  M3 UNIDAD,UNIDAD,I
20594,TRANSAMINASA GLUTAMICA PIRUVICA (TGP) CINETICA  1 DET UNIDAD,UNIDAD,I
22095,ESPATULA-CITOCEPILLO CON ENVOLTURA INDIVIDUAL   UNIDAD,UNIDAD,I
32670,PRUEBA RAPIDA PARA HEPATITIS C  1 DET KIT,KIT,I
54003,VACUNA ANTITUBERCULOSA (BCG)  20 DOSIS INYECTABLE,INYECTABLE,M
48376,GEL DE TRANSMISION PARA TERAPIA Y DIAGNOSTICO ULTRASONIDO X 5 L   UNIDAD,UNIDAD,I
23306,PAPEL TIPO PARAFILM 10 cm X 76 m   UNIDAD,UNIDAD,I
24334,CAJA DE BIOSEGURIDAD DE CARTON X 5 L   UNIDAD,UNIDAD,I
25984,TORNILLO CORTICAL 2.3 mm X 10 mm   UNIDAD,UNIDAD,I
43605,CONTENEDOR DE PLASTICO DE BIOSEGURIDAD PARA RESIDUOS CITOSTATICOS DE 7.6 L  UNID UNIDAD,UNIDAD,I
18349,TALIDOMIDA 100 mg  TABLETA,TABLETA,M
1248,BISACODILO 5 mg  TABLETA,TABLETA,M
1358,BUDESONIDA 200 µg/DOSIS 200 DOSIS AEROSOL,AEROSOL,M
24276,FRASCO ESTERIL CON TAPA PARA MUESTRA DE ORINA 120 mL   UNIDAD,UNIDAD,I
33681,BARRA DE FIJACION RECTA DE CROMO COBALTO 5.5 mm X 60 cm   UNIDAD,UNIDAD,I
41430,PRUEBA RAPIDA PARA VIH SIFILIS  25 DET KIT,KIT,I
53773,INJERTO VASCULAR ANILLADO DE PTFE 8 mm X 80 cm   UNIDAD,UNIDAD,I
32760,IONOMERO DE VIDRIO FOTOCURABLE PARA BASE (PASTA) 2.5 g + JERINGA   KIT,KIT,I
24840,TEST DE PROTEINA C REACTIVA LATEX DIRECTO  100 DET KIT,KIT,I
16283,"TUBO DE DRENAJE PEN ROSE 1/2"" X 18""   UNIDAD",UNIDAD,I
41658,GLUCOSA ANHIDRA P.A.  75 g UNIDAD,UNIDAD,I
50814,VACUNA ANTIRRABICA HUMANA INACTIVADA (ANTIGENO PITMAN MOORE CEPA 3218-VERO) 2.5 UI 1 DOSIS INYECTABLE,INYECTABLE,M
3513,ACIDO FOLICO + FERROSO SULFATO (Equiv. de Hierro elemental) 400 µg + 60 mg Fe  TABLETA,TABLETA,M
20455,TIRA REACTIVA PARA ORINA DE 11 PARAMETROS  100 DET KIT,KIT,I
1242,BIPERIDENO LACTATO 5 mg/mL 1 mL INYECTABLE,INYECTABLE,M
33556,CREATININA CINETICA  1 DET KIT,KIT,I
8013,AGUA PARA INYECCION  1 L INYECTABLE,INYECTABLE,M
26770,FACTOR REUMATOIDEO LATEX  100 DET KIT,KIT,I
12808,"VENDA ELASTICA 6"" X 5 yd   UNIDAD",UNIDAD,I
6002,SULFAMETOXAZOL + TRIMETOPRIMA 400 mg + 80 mg  TABLETA,TABLETA,M
5021,NIFEDIPINO (TABLETA DE LIBERACION MODIFICADA) 30 mg  TABLETA,TABLETA,M
34431,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 5 mL CON ACTIVADOR DE COAGULO   UNIDAD,UNIDAD,I
38785,DOLUTEGRAVIR 50 mg  TABLETA,TABLETA,M
38849,FORMULA MODULAR PROTEICA LIQUIDA  960 mL UNIDAD,UNIDAD,I
5688,RIFAMPICINA 300 mg  TABLETA,TABLETA,M
37188,CATETER DE DRENAJE PERCUTANEO 10.2 FR   UNIDAD,UNIDAD,I
20035,CETILPIRIDINIO CLORURO + CLORHEXIDINA DIGLUCONATO (COLUTORIO) 50 mg + 120 mg/100 mL 5 L SOLUCION,SOLUCION,I
11768,RESINA FOTOCURABLE KIT (AC. GRABADOR + COMPONENTE) 4 JERINGAS/4 g   UNIDAD,UNIDAD,I
39992,PRUEBA RAPIDA PARA HEPATITIS B  1 DET KIT,KIT,I
2752,DIAZEPAM 5 mg/mL 2 mL INYECTABLE,INYECTABLE,M
22321,DISCO DE SENSIBILIDAD DE COLISTIN 10 ug 50 DISCOS UNIDAD,UNIDAD,I
25008,GUANTE PARA EXAMEN DESCARTABLE TALLA S   UNIDAD,UNIDAD,I
52893,KIT PCR EN TIEMPO REAL PARA DETECCION Y RESISTENCIA A RIFAMPICINA DE MYCOBACTERIUM TUBERCULOSIS X DET   UNIDAD,UNIDAD,I
38085,ATAZANAVIR + RITONAVIR 300 mg + 100 mg  TABLETA,TABLETA,M
24760,ORFENADRINA CITRATO(TABLETA LIBERACION MODIFICADA) 100 mg  TABLETA,TABLETA,M
25583,TUBO ENDOTRAQUEAL DESCARTABLE Nº 8.5 CON BALON   UNIDAD,UNIDAD,I
5877,SODIO CLORURO 900 mg/100 mL (0.9 %) 20 mL INYECTABLE,INYECTABLE,M
19067,DIMETIL SULFOXIDO  100 mL SOLUCION,SOLUCION,I
28294,SELLANTE DE FOSAS Y FISURAS FOTOCURABLE X 2.5 g   KIT,KIT,I
37560,PLACA LCP DE 10 AGUJEROS X 3.5/4.5 mm PARA PERONE DISTAL   UNIDAD,UNIDAD,I
25360,TORNILLO DE TITANIO 2.0 mm X 10 mm   UNIDAD,UNIDAD,I
11198,GRUPO SANGUINEO (ANTI A-B-D FACTOR RH)   KIT,KIT,I
25256,CUCHILLETE DESCARTABLE DE INCISION PARA PARECENTESIS DE 1.20 mm   UNIDAD,UNIDAD,I
13024,DILUYENTE PARA VACUNA ANTITUBERCULOSA (BCG)  10 DOSIS INYECTABLE,INYECTABLE,M
53635,PAPEL TOALLA HOJA SIMPLE BLANCO  300 m X 2 UNIDAD,UNIDAD,I
32873,PUNCH PARA BIOPSIA DE PIEL Nº 5   UNIDAD,UNIDAD,I
42889,AGAR BASE GC  X 500 g UNIDAD,UNIDAD,I
670,AMITRIPTILINA CLORHIDRATO 25 mg  TABLETA,TABLETA,M
44974,ANTICUERPO MONOCLONAL CD 22 CON ALLOFICOCIANINA  0.5 mL UNIDAD,UNIDAD,I
41364,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA S   UNIDAD,UNIDAD,I
4805,METRONIDAZOL 500 mg  TABLETA,TABLETA,M
47256,"PRUEBA RAPIDA CUALITATIVA PARA COCAINA,MARIHUANA Y BENZODIAZEPINAS EN ORINA  1 DETERMINACION UNIDAD",UNIDAD,I
35640,SUTURA DE POLIPROPILENO AZUL MONOFILAMENTO 5/0 C/DOBLE AGUJA 3/8 CIRCULO REDONDA 9.3 mm X 60 cm   UNIDAD,UNIDAD,I
22750,CURETA PARA DENTINA BIACTIVA MEDIANA   UNIDAD,UNIDAD,I
19223,FERROSO SULFATO HEPTAHIDRATO 25 mg de Fe/mL 20 mL SOLUCION,SOLUCION,M
18694,SUTURA SEDA NEGRA TRENZADA 4/0 C/A 3/8 CIRCULO CORTANTE 20 mm X 75 cm   UNIDAD,UNIDAD,I
10992,ESPATULA PARA RESINA DOBLE PARTE ACTIVA   UNIDAD,UNIDAD,I
3234,ESTRADIOL CIPIONATO + MEDROXIPROGESTERONA ACETATO 5 mg + 25 mg/0.5 mL 0.5 mL INYECTABLE,INYECTABLE,M
18101,YODO POVIDONA (ESPUMA) 7.5 g/100 mL 120 mL SOLUCION,SOLUCION,M
4982,NAPROXENO 500 mg  TABLETA,TABLETA,M
37072,INYECTOR DE ESCLEROTERAPIA DE 2.8 mm X 230 cm CON AGUJA Nº 21 G X 5 mm DESCARTABLE PARA GASTROSCOPIO   UNIDAD,UNIDAD,I
36792,LAMINILLA CUBRE OBJETO 22 mm X 22 mm X 200   UNIDAD,UNIDAD,I
1053,BENZOATO DE BENCILO 25 g/100 mL (25 %) 120 mL LOCION,LOCION,M
41014,CALIBRADOR DE QUIMICA CLINICA 5 mL   UNIDAD,UNIDAD,I
21442,DISCO DE SENSIBILIDAD DE LEVOFLOXACINO 5 ug 50 DISCOS UNIDAD,UNIDAD,I
16871,PIEDRA ARKANSAS ALTA VELOCIDAD FLAMA   UNIDAD,UNIDAD,I
39083,"JERINGA DESCARTABLE DE INSULINA 0.5 mL CON AGUJA 31 G x 15/64""   UNIDAD",UNIDAD,I
10419,CANULA BINASAL PARA OXIGENO PEDIATRICO   UNIDAD,UNIDAD,I
53155,KIT DE CINTA MATRIZ METALICA PREFORMADA X 50 + 2 ANILLOS METALICOS   UNIDAD,UNIDAD,I
4254,KETOROLACO 10 mg  TABLETA,TABLETA,M
3215,ESCOPOLAMINA N-BUTILBROMURO 10 mg  TABLETA,TABLETA,M
39198,TUBO DE DRENAJE TORAXICO Nº 24   UNIDAD,UNIDAD,I
22129,RESINA FLUIDA A3 X 2 g   UNIDAD,UNIDAD,I
16885,PLACA DCP RECTA LIVIANA (ESTRECHA) DE 06 AGUJEROS X 3.5 mm   UNIDAD,UNIDAD,I
31509,CAUCHO PARA PULIR RESINA   UNIDAD,UNIDAD,I
35040,OMEPRAZOL (TABLETA DE LIBERACION MODIFICADA) 20 mg  TABLETA,TABLETA,M
22933,REVELADOR DE PLACA BACTERIANA LIQUIDO  10 mL UNIDAD,UNIDAD,I
33481,MICROCUBETA DESCARTABLE PARA HEMOGLOBINOMETRO HEMOCONTROL   UNIDAD,UNIDAD,I
28776,PRUEBA RAPIDA PARA VIH 1-2 y SIFILIS  25 DET KIT,KIT,I
54290,APOSITO HEMOSTATICO EN PASTA - 10 g UNIDAD,UNIDAD,I
21624,COLESTEROL TOTAL ENZIMATICO  1 DET KIT,KIT,I
20085,SONDA NASOGASTRICA DE SILICONA Nº 10   UNIDAD,UNIDAD,I
6502,WARFARINA SODICA 5 mg  TABLETA,TABLETA,M
38553,TUBO PARA EXTRACCION DE SANGRE CON SISTEMA DE VACIO DE POLIPROPILENO DE 5 mL CON GEL SEPARADOR X 100   UNIDAD,UNIDAD,I
30664,TIRA REACTIVA PARA GLUCOMETRO  50 DET UNIDAD,UNIDAD,I
33268,RETRACTOR DE HERIDAS RIGIDO DESCARTABLE TALLA XL   UNIDAD,UNIDAD,I
22756,CAMPO DESCARTABLE DE PAPEL ABSORBENTE PLASTIFICADO 30 cm X 50 cm X 500   UNIDAD,UNIDAD,I
12332,SUTURA SEDA NEGRA 4/0 C/A 3/8 CIRCULO CORTANTE 15 mm X 75 cm   UNIDAD,UNIDAD,I
10877,ELEVADOR RECTO PLANO DELGADO   UNIDAD,UNIDAD,I
3519,FERROSO SULFATO 75 mg (Equiv. 15 mg Fe)/5 mL 180 mL JARABE,JARABE,M
1012,BECLOMETASONA DIPROPIONATO 50 µg/DOSIS 200 DOSIS AEROSOL,AEROSOL,M
6231,TRAMADOL CLORHIDRATO 50 mg/mL 1 mL INYECTABLE,INYECTABLE,M
3078,ENALAPRIL MALEATO 10 mg  TABLETA,TABLETA,M
16601,HOJA DE BISTURI DESCARTABLE Nº 20   UNIDAD,UNIDAD,I
26413,"HISOPO DE ALGODON CON MANGO DE MADERA 6"" X 100   UNIDAD",UNIDAD,I
25825,ATACADOR PARA CEMENTO CON ESPATULA DE ACERO QUIRURGICO   UNIDAD,UNIDAD,I
1925,CLARITROMICINA 250 mg/5 mL 60 mL SUSPENSION,SUSPENSION,M
50195,KIT RESINA ACIDO GRABADOR GEL 37 % JERINGA 2.5 mL  X 3 UNIDADES UNIDAD,UNIDAD,I
24345,GAMMA GLUTAMIL TRANSPEPTIDASA AUTOMATIZADA  1 DET KIT,KIT,I
5590,PREDNISONA 50 mg  TABLETA,TABLETA,M
5491,PIRIDOXINA CLORHIDRATO 50 mg  TABLETA,TABLETA,M
5689,RIFAPENTINA 150 mg  TABLETA,TABLETA,M
25009,GUANTE PARA EXAMEN DESCARTABLE TALLA L   UNIDAD,UNIDAD,I
32537,SELLANTE DE FOSAS Y FISURAS FOTOCURABLE X 1.25 g   KIT,KIT,I
16572,GUANTE QUIRURGICO ESTERIL DESCARTABLE Nº 8   PAR,PAR,I
36860,APLICADOR DE ADHESIVO DENTAL X 100 UNIDADES   UNIDAD,UNIDAD,I
25349,FLUOR BARNIZ  0.4 mL UNIDAD,UNIDAD,I
4511,LORATADINA 5 mg/5 mL 60 mL JARABE,JARABE,M
2149,CLORFENAMINA MALEATO 4 mg  TABLETA,TABLETA,M
1243,BIPERIDENO CLORHIDRATO 2 mg  TABLETA,TABLETA,M
18931,BOTA DESCARTABLE PARA CIRUJANO CUBRE CALZADO (PAR)   UNIDAD,UNIDAD,I
51574,CATETER GUIA PARA EMBOLIZACION 6 FR X 95 cm   UNIDAD,UNIDAD,I
3595,FLUCONAZOL 150 mg  TABLETA,TABLETA,M
5018,NIFEDIPINO 10 mg  TABLETA,TABLETA,M
19652,CAPSULA DE GELATINA DURA PARA PRODUCTOS FARMACEUTICOS Nº 3   UNIDAD,UNIDAD,I
8008,AGUA PARA INYECCION  5 mL INYECTABLE,INYECTABLE,M
22035,PASTA DENTIFRICA MEDICADA  90 g UNIDAD,UNIDAD,I
4385,LEVOTIROXINA SODICA 50 µg (0.05 mg)  TABLETA,TABLETA,M
31858,"JERINGA DESCARTABLE 1 mL CON AGUJA 25 G X 5/8"" RETRACTIL   UNIDAD",UNIDAD,I
15711,CATETER TORAXICO RECTO Nº 32   UNIDAD,UNIDAD,I
11394,LAPIZ DE CERA PARA MARCAR VIDRIO   UNIDAD,UNIDAD,I
28414,AGUJA HUBER N° 22 G X 17 mm   UNIDAD,UNIDAD,I
20810,BENCINA RECTIFICADA  1 L SOLUCION,SOLUCION,I
40028,ACIDO FIJADOR DENTAL  1 L UNIDAD,UNIDAD,I
22599,SONDA TRANSPILORICA CON MANDRIL Y LASTRE Nº 12   UNIDAD,UNIDAD,I
35531,"KIT PARA RECUENTO DE LINFOCITOS CD4, CD8, CD3  50 DET UNIDAD",UNIDAD,I
36717,AEROCAMARA DE PLASTICO LACTANTE   UNIDAD,UNIDAD,I
5872,SODIO CLORURO 900 mg/100 mL (0.9 %) 100 mL INYECTABLE,INYECTABLE,M
23438,LIDOCAINA CLORHIDRATO + EPINEFRINA 20 mg + 12.5  µg/mL 1.8 mL INYECTABLE,INYECTABLE,M
5475,PIRAZINAMIDA 500 mg  TABLETA,TABLETA,M
49426,PELICULA RADIOGRAFICA DIGITAL 8 in X 10 in  X 150 UNIDAD,UNIDAD,I
34957,IMPLANTE DE TEJIDO OSEO DE ORIGEN HUMANO DIAFISIS FEMORAL 198 mm -113 mm   UNIDAD,UNIDAD,I
903,ATORVASTATINA (COMO SAL CALCICA) 20 mg  TABLETA,TABLETA,M
23537,TORNILLO ESPONJOSO 4.0 mm X 40 mm   UNIDAD,UNIDAD,I
19772,PASTA YODOFORMADA DENTAL (HIDROXIDO DE CALCIO + YODOFORMO + ACEITE DE SILICON)  12 g KIT,KIT,I
34086,PLASTILINA PARA SELLADO DE HEMATOCRITO X 10   UNIDAD,UNIDAD,I
26475,LINEA PARA BOMBA INFUSORA CON VOLUTROL   UNIDAD,UNIDAD,I
23523,"AGUJA EPIDURAL DESCARTABLE N° 18 G X 3 1/4""   UNIDAD",UNIDAD,I
25122,ESPECULO VAGINAL DESCARTABLE MEDIANO   UNIDAD,UNIDAD,I
36576,FRASCO DE VIDRIO COLOR AMBAR CON TAPA 60 mL   UNIDAD,UNIDAD,I
31100,PRUEBA RAPIDA PARA VIH 1-2 Y SIFILIS  1 DET KIT,KIT,I
1930,CLARITROMICINA 500 mg  TABLETA,TABLETA,M
143,ACICLOVIR 200 mg  TABLETA,TABLETA,M
939,AZITROMICINA 200 mg/5 mL 60 mL SUSPENSION,SUSPENSION,M
6019,SULPIRIDA 200 mg  TABLETA,TABLETA,M
18993,GASA ESTERIL 7.5 cm X 7.5 cm   UNIDAD,UNIDAD,I
3560,HIERRO POLIMALTOSA 50 mg/mL 30 mL SOLUCION,SOLUCION,M
11370,"JERINGA DESCARTABLE 5 mL CON AGUJA 21 G X 1 1/2""   UNIDAD",UNIDAD,I
28503,TUBO DE LATEX AMBAR 1/8 in X 1/32 in X 15 m   UNIDAD,UNIDAD,I
5335,PARACETAMOL 500 mg  TABLETA,TABLETA,M
16776,MASCARA DE OXIGENO DESCARTABLE PARA NEBULIZACION PEDIATRICO   UNIDAD,UNIDAD,I
750,AMOXICILINA + ACIDO CLAVULANICO (COMO SAL POTASICA) 500 mg + 125 mg  TABLETA,TABLETA,M
6519,YODO POVIDONA 10 g/100 mL 120 mL SOLUCION,SOLUCION,M
36872,RESINA FOTOCURABLE A2 X 4 g   UNIDAD,UNIDAD,I
18522,APOSITO DE GASA Y ALGODON ESTERIL 10 cm X 10 cm   UNIDAD,UNIDAD,I
30666,FLUOR BARNIZ  0.5 mL UNIDAD,UNIDAD,I
30771,CREATININA CINETICA  100 DET KIT,KIT,I
41991,MICROGUIA 0.014 in X 200 cm  UNI UNIDAD,UNIDAD,I
40735,FORMULA ENTERAL POLIMERICA ADULTO  440 g POLVO,POLVO,I
35080,PASTA DENTIFRICA X 75 mL   UNIDAD,UNIDAD,I
26420,ABIRATERONA (COMO ACETATO) 250 mg  TABLETA,TABLETA,M
18520,"VACUNA RECOMBINANTE TETRAVALENTE CONTRA VIRUS DEL PAPILOMA HUMANO TIPO 6, 11, 16 Y 18 (VPH)  0.5 mL INYECTABLE",INYECTABLE,M
3787,DEXTROSA 333 mg/mL (33 %) 20 mL INYECTABLE,INYECTABLE,M
21735,ALCOHOL YODADO 1 g/100 mL 1 L SOLUCION,SOLUCION,M
31704,PIEDRA ARKANSAS FISURA   UNIDAD,UNIDAD,I
3536,FERROSO SULFATO 25 mg de Fe/mL 30 mL SOLUCION,SOLUCION,M
10278,"KIT ANTIGENO FEBRILES PARATIFICO (A,B) TIFICO (H,O) Y BRUCELLA	  5 FRASCOS  X 5 mL KIT",KIT,I
16478,FRESA DE DIAMANTE DE ALTA VELOCIDAD REDONDA CHICA   UNIDAD,UNIDAD,I
22710,ESPECULO VAGINAL DESCARTABLE GRANDE   UNIDAD,UNIDAD,I
22187,INSULINA ISOFANA HUMANA (NPH) ADN RECOMBINANTE 100 UI/mL 10 mL INYECTABLE,INYECTABLE,M
1532,CARBAMAZEPINA 200 mg  TABLETA,TABLETA,M
28551,HIERRO POLIMALTOSA 50 mg/mL 20 mL SOLUCION,SOLUCION,M
36413,AEROCAMARA DE PLASTICO PEDIATRICO   UNIDAD,UNIDAD,I
41339,GUANTE PARA EXAMEN DESCARTABLE DE NITRILO SIN POLVO TALLA M X 100   UNIDAD,UNIDAD,I
33540,KIT DE AFERESIS PARA OBTENCION DE PLAQUETAS CON FILTRO LEUCOREDUCTOR   KIT,KIT,I
830,AMPICILINA SODICA 1 g  INYECTABLE,INYECTABLE,M
31293,BOTADOR PATA DE CABRA DERECHO Nº 26   UNIDAD,UNIDAD,I
26362,HIDROCORTISONA (COMO SUCCINATO SODICO) 100 mg  INYECTABLE,INYECTABLE,M
1964,CLINDAMICINA (COMO CLORHIDRATO) 300 mg  TABLETA,TABLETA,M
30456,"ANTIESTREPTOLISINA ""O"" (ASO LATEX)  100 DET UNIDAD",UNIDAD,I
11085,FRESA DE DIAMANTE DE ALTA VELOCIDAD CILINDRICA GRANDE   UNIDAD,UNIDAD,I
44775,ACIDO ACETICO P.A. 5% 120 mL UNIDAD,UNIDAD,I
